match_id,date,venue,actual_best_11,predicted_best_11,overlap_count
Punjab Kings_vs_Gujarat Titans_2024-04-21,2024-04-21,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['R Tewatia', 'P Simran Singh', 'Harpreet Brar', 'Shubman Gill', 'B Sai Sudharsan', 'SM Curran', 'Azmatullah Omarzai', 'Harpreet Singh', 'JM Sharma', 'WP Saha', 'RR Rossouw']","['Shubman Gill', 'Ashutosh Sharma', 'R Tewatia', 'Shashank Singh', 'B Sai Sudharsan', 'SM Curran', 'JM Sharma', 'Harpreet Singh', 'Azmatullah Omarzai', 'Harpreet Brar', 'P Simran Singh']",9
Punjab Kings_vs_Gujarat Titans_2025-03-25,2025-03-25,"Narendra Modi Stadium, Ahmedabad","['SS Iyer', 'B Sai Sudharsan', 'JC Buttler', 'Priyansh Arya', 'Shashank Singh', 'SE Rutherford', 'Shubman Gill', 'MP Stoinis', 'Azmatullah Omarzai', 'M Shahrukh Khan', 'R Tewatia']","['B Sai Sudharsan', 'SS Iyer', 'Priyansh Arya', 'Shubman Gill', 'Shashank Singh', 'JC Buttler', 'SE Rutherford', 'M Shahrukh Khan', 'P Simran Singh', 'R Tewatia', 'Azmatullah Omarzai']",10
Punjab Kings_vs_Gujarat Titans_2023-04-13,2023-04-13,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh","['Shubman Gill', 'MW Short', 'WP Saha', 'M Shahrukh Khan', 'JM Sharma', 'SM Curran', 'B Sai Sudharsan', 'PBB Rajapaksa', 'DA Miller', 'Harpreet Brar', 'S Dhawan']","['Shubman Gill', 'S Dhawan', 'JM Sharma', 'DA Miller', 'WP Saha', 'MW Short', 'PBB Rajapaksa', 'SM Curran', 'B Sai Sudharsan', 'P Simran Singh', 'M Shahrukh Khan']",10
Punjab Kings_vs_Kolkata Knight Riders_2023-05-08,2023-05-08,"Eden Gardens, Kolkata","['S Dhawan', 'N Rana', 'AD Russell', 'JJ Roy', 'M Shahrukh Khan', 'RK Singh', 'Harpreet Brar', 'R Dhawan', 'JM Sharma', 'LS Livingstone', 'P Simran Singh']","['JJ Roy', 'S Dhawan', 'RK Singh', 'N Rana', 'JM Sharma', 'P Simran Singh', 'Rahmanullah Gurbaz', 'LS Livingstone', 'AD Russell', 'M Shahrukh Khan', 'R Dhawan']",10
Punjab Kings_vs_Kolkata Knight Riders_2025-04-15,2025-04-15,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['A Raghuvanshi', 'P Simran Singh', 'Priyansh Arya', 'AD Russell', 'Shashank Singh', 'AM Rahane', 'XC Bartlett', 'N Wadhera', 'GJ Maxwell', 'VR Iyer', 'SP Narine']","['Priyansh Arya', 'A Raghuvanshi', 'N Wadhera', 'Shashank Singh', 'AM Rahane', 'P Simran Singh', 'M Jansen', 'XC Bartlett', 'AD Russell', 'VR Iyer', 'SS Iyer']",9
Punjab Kings_vs_Kolkata Knight Riders_2023-04-01,2023-04-01,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh","['PBB Rajapaksa', 'AD Russell', 'S Dhawan', 'VR Iyer', 'P Simran Singh', 'SM Curran', 'JM Sharma', 'N Rana', 'Rahmanullah Gurbaz', 'M Shahrukh Khan', 'Sikandar Raza']","['JM Sharma', 'PBB Rajapaksa', 'AD Russell', 'N Rana', 'Rahmanullah Gurbaz', 'VR Iyer', 'S Dhawan', 'Sikandar Raza', 'SM Curran', 'M Shahrukh Khan', 'P Simran Singh']",11
Punjab Kings_vs_Mumbai Indians_2023-05-03,2023-05-03,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh","['LS Livingstone', 'Ishan Kishan', 'SA Yadav', 'JM Sharma', 'Tilak Varma', 'S Dhawan', 'MW Short', 'TH David', 'C Green', 'P Simran Singh', 'RG Sharma']","['Ishan Kishan', 'SA Yadav', 'JM Sharma', 'LS Livingstone', 'C Green', 'MW Short', 'TH David', 'S Dhawan', 'P Simran Singh', 'Tilak Varma', 'RG Sharma']",11
Punjab Kings_vs_Mumbai Indians_2023-04-22,2023-04-22,"Wankhede Stadium, Mumbai","['C Green', 'SA Yadav', 'SM Curran', 'RG Sharma', 'Harpreet Singh', 'JM Sharma', 'Atharva Taide', 'TH David', 'P Simran Singh', 'MW Short', 'LS Livingstone']","['Harpreet Singh', 'RG Sharma', 'C Green', 'Ishan Kishan', 'SA Yadav', 'SM Curran', 'TH David', 'JM Sharma', 'Tilak Varma', 'LS Livingstone', 'P Simran Singh']",9
Punjab Kings_vs_Rajasthan Royals_2023-04-05,2023-04-05,"Barsapara Cricket Stadium, Guwahati","['S Dhawan', 'P Simran Singh', 'SV Samson', 'SO Hetmyer', 'Dhruv Jurel', 'JM Sharma', 'R Parag', 'JC Buttler', 'D Padikkal', 'YBK Jaiswal', 'M Shahrukh Khan']","['S Dhawan', 'JC Buttler', 'JM Sharma', 'P Simran Singh', 'Dhruv Jurel', 'SV Samson', 'YBK Jaiswal', 'SO Hetmyer', 'SM Curran', 'R Parag', 'R Ashwin']",9
Punjab Kings_vs_Rajasthan Royals_2023-05-19,2023-05-19,"Himachal Pradesh Cricket Association Stadium, Dharamsala","['D Padikkal', 'YBK Jaiswal', 'SM Curran', 'SO Hetmyer', 'JM Sharma', 'M Shahrukh Khan', 'R Parag', 'Atharva Taide', 'S Dhawan', 'Dhruv Jurel', 'LS Livingstone']","['YBK Jaiswal', 'LS Livingstone', 'Atharva Taide', 'SO Hetmyer', 'D Padikkal', 'SM Curran', 'M Shahrukh Khan', 'P Simran Singh', 'JM Sharma', 'R Parag', 'Dhruv Jurel']",10
Punjab Kings_vs_Rajasthan Royals_2024-04-13,2024-04-13,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['YBK Jaiswal', 'Ashutosh Sharma', 'SO Hetmyer', 'JM Sharma', 'LS Livingstone', 'Tanush Kotian', 'R Parag', 'SV Samson', 'R Powell', 'Atharva Taide', 'JM Bairstow']","['R Parag', 'Ashutosh Sharma', 'SV Samson', 'YBK Jaiswal', 'Shashank Singh', 'Tanush Kotian', 'LS Livingstone', 'SO Hetmyer', 'JM Sharma', 'Atharva Taide', 'P Simran Singh']",9
Punjab Kings_vs_Royal Challengers Bengaluru_2024-03-25,2024-03-25,"M Chinnaswamy Stadium, Bengaluru","['V Kohli', 'S Dhawan', 'KD Karthik', 'JM Sharma', 'Shashank Singh', 'P Simran Singh', 'MK Lomror', 'SM Curran', 'RM Patidar', 'LS Livingstone', 'Anuj Rawat']","['V Kohli', 'F du Plessis', 'SM Curran', 'P Simran Singh', 'LS Livingstone', 'S Dhawan', 'RM Patidar', 'C Green', 'Anuj Rawat', 'GJ Maxwell', 'JM Sharma']",8
Punjab Kings_vs_Sunrisers Hyderabad_2023-04-09,2023-04-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['S Dhawan', 'RA Tripathi', 'AK Markram', 'SM Curran', 'MA Agarwal', 'HC Brook', 'JM Sharma', 'M Shahrukh Khan', 'Sikandar Raza', 'Mohit Rathee', 'Harpreet Brar']","['S Dhawan', 'P Simran Singh', 'RA Tripathi', 'JM Sharma', 'AK Markram', 'SM Curran', 'MA Agarwal', 'HC Brook', 'M Shahrukh Khan', 'Sikandar Raza', 'Mohit Rathee']",10
Punjab Kings_vs_Sunrisers Hyderabad_2024-05-19,2024-05-19,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['P Simran Singh', 'Abhishek Sharma', 'RR Rossouw', 'Atharva Taide', 'H Klaasen', 'RA Tripathi', 'JM Sharma', 'Nithish Kumar Reddy', 'Abdul Samad', 'Sanvir Singh', 'Shashank Singh']","['RR Rossouw', 'TM Head', 'Abhishek Sharma', 'Atharva Taide', 'Nithish Kumar Reddy', 'P Simran Singh', 'H Klaasen', 'Shahbaz Ahmed', 'Abdul Samad', 'RA Tripathi', 'JM Sharma']",9
Punjab Kings_vs_Sunrisers Hyderabad_2025-04-12,2025-04-12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['Abhishek Sharma', 'SS Iyer', 'TM Head', 'P Simran Singh', 'Priyansh Arya', 'MP Stoinis', 'H Klaasen', 'N Wadhera', 'Ishan Kishan', 'M Jansen', 'GJ Maxwell']","['SS Iyer', 'Abhishek Sharma', 'TM Head', 'Priyansh Arya', 'P Simran Singh', 'H Klaasen', 'N Wadhera', 'MP Stoinis', 'Ishan Kishan', 'M Jansen', 'GJ Maxwell']",11
Rajasthan Royals_vs_Chennai Super Kings_2025-03-30,2025-03-30,"Barsapara Cricket Stadium, Guwahati","['N Rana', 'RD Gaikwad', 'R Parag', 'RA Jadeja', 'S Dube', 'RA Tripathi', 'SV Samson', 'MS Dhoni', 'J Overton', 'SO Hetmyer', 'V Shankar']","['RD Gaikwad', 'N Rana', 'RA Jadeja', 'R Parag', 'SO Hetmyer', 'YBK Jaiswal', 'Dhruv Jurel', 'SV Samson', 'MS Dhoni', 'RA Tripathi', 'J Overton']",9
Rajasthan Royals_vs_Chennai Super Kings_2023-04-12,2023-04-12,"MA Chidambaram Stadium, Chepauk, Chennai","['JC Buttler', 'DP Conway', 'D Padikkal', 'MS Dhoni', 'SO Hetmyer', 'AM Rahane', 'RA Jadeja', 'R Ashwin', 'YBK Jaiswal', 'S Dube', 'RD Gaikwad']","['JC Buttler', 'RD Gaikwad', 'DP Conway', 'YBK Jaiswal', 'Dhruv Jurel', 'AM Rahane', 'SO Hetmyer', 'S Dube', 'MS Dhoni', 'D Padikkal', 'MM Ali']",9
Rajasthan Royals_vs_Chennai Super Kings_2024-05-12,2024-05-12,"MA Chidambaram Stadium, Chepauk, Chennai","['R Parag', 'RD Gaikwad', 'Dhruv Jurel', 'R Ravindra', 'DJ Mitchell', 'YBK Jaiswal', 'S Dube', 'Sameer Rizvi', 'JC Buttler', 'SV Samson', 'MM Ali']","['RD Gaikwad', 'R Parag', 'YBK Jaiswal', 'DJ Mitchell', 'JC Buttler', 'Dhruv Jurel', 'S Dube', 'R Ravindra', 'Sameer Rizvi', 'RA Jadeja', 'MM Ali']",10
Rajasthan Royals_vs_Chennai Super Kings_2023-04-27,2023-04-27,"Sawai Mansingh Stadium, Jaipur","['YBK Jaiswal', 'S Dube', 'RD Gaikwad', 'Dhruv Jurel', 'D Padikkal', 'MM Ali', 'RA Jadeja', 'JC Buttler', 'SV Samson', 'AM Rahane', 'DP Conway']","['S Dube', 'YBK Jaiswal', 'RD Gaikwad', 'D Padikkal', 'SV Samson', 'JC Buttler', 'RA Jadeja', 'AM Rahane', 'MM Ali', 'Dhruv Jurel', 'R Ashwin']",10
Rajasthan Royals_vs_Delhi Capitals_2023-04-08,2023-04-08,"Barsapara Cricket Stadium, Guwahati","['JC Buttler', 'YBK Jaiswal', 'DA Warner', 'SO Hetmyer', 'Lalit Yadav', 'RR Rossouw', 'Dhruv Jurel', 'Abishek Porel', 'R Parag', 'Kuldeep Yadav', 'Mukesh Kumar']","['JC Buttler', 'DA Warner', 'Lalit Yadav', 'SO Hetmyer', 'YBK Jaiswal', 'SV Samson', 'Dhruv Jurel', 'R Parag', 'RR Rossouw', 'Abishek Porel', 'Kuldeep Yadav']",10
Rajasthan Royals_vs_Delhi Capitals_2024-03-28,2024-03-28,"Sawai Mansingh Stadium, Jaipur","['R Parag', 'DA Warner', 'T Stubbs', 'R Ashwin', 'MR Marsh', 'RR Pant', 'Dhruv Jurel', 'SO Hetmyer', 'AR Patel', 'SV Samson', 'Abishek Porel']","['DA Warner', 'R Parag', 'YBK Jaiswal', 'SV Samson', 'T Stubbs', 'RR Pant', 'MR Marsh', 'SO Hetmyer', 'AR Patel', 'Dhruv Jurel', 'R Ashwin']",10
Rajasthan Royals_vs_Gujarat Titans_2023-05-05,2023-05-05,"Sawai Mansingh Stadium, Jaipur","['HH Pandya', 'WP Saha', 'Shubman Gill', 'SV Samson', 'YBK Jaiswal', 'TA Boult', 'D Padikkal', 'Dhruv Jurel', 'JC Buttler', 'A Zampa', 'SO Hetmyer']","['YBK Jaiswal', 'Shubman Gill', 'HH Pandya', 'WP Saha', 'JC Buttler', 'D Padikkal', 'SV Samson', 'TA Boult', 'Dhruv Jurel', 'R Parag', 'R Ashwin']",9
Rajasthan Royals_vs_Gujarat Titans_2024-04-10,2024-04-10,"Sawai Mansingh Stadium, Jaipur","['R Parag', 'Shubman Gill', 'SV Samson', 'B Sai Sudharsan', 'Rashid Khan', 'R Tewatia', 'YBK Jaiswal', 'SO Hetmyer', 'M Shahrukh Khan', 'V Shankar', 'JC Buttler']","['Shubman Gill', 'R Parag', 'SV Samson', 'B Sai Sudharsan', 'JC Buttler', 'R Tewatia', 'Rashid Khan', 'M Shahrukh Khan', 'SO Hetmyer', 'V Shankar', 'YBK Jaiswal']",11
Rajasthan Royals_vs_Kolkata Knight Riders_2025-03-26,2025-03-26,"Barsapara Cricket Stadium, Guwahati","['Q de Kock', 'Dhruv Jurel', 'R Parag', 'YBK Jaiswal', 'A Raghuvanshi', 'JC Archer', 'AM Rahane', 'SV Samson', 'SB Dubey', 'N Rana', 'SO Hetmyer']","['Q de Kock', 'R Parag', 'SO Hetmyer', 'N Rana', 'YBK Jaiswal', 'SV Samson', 'A Raghuvanshi', 'AM Rahane', 'Dhruv Jurel', 'SB Dubey', 'JC Archer']",11
Rajasthan Royals_vs_Lucknow Super Giants_2024-03-24,2024-03-24,"Sawai Mansingh Stadium, Jaipur","['SV Samson', 'N Pooran', 'KL Rahul', 'R Parag', 'DJ Hooda', 'YBK Jaiswal', 'Dhruv Jurel', 'JC Buttler', 'KH Pandya', 'Q de Kock', 'SO Hetmyer']","['N Pooran', 'YBK Jaiswal', 'SV Samson', 'KL Rahul', 'R Parag', 'JC Buttler', 'MP Stoinis', 'D Padikkal', 'DJ Hooda', 'SO Hetmyer', 'Dhruv Jurel']",9
Rajasthan Royals_vs_Mumbai Indians_2023-04-30,2023-04-30,"Wankhede Stadium, Mumbai","['YBK Jaiswal', 'SA Yadav', 'TH David', 'C Green', 'Tilak Varma', 'Ishan Kishan', 'JC Buttler', 'SV Samson', 'JO Holder', 'R Ashwin', 'SO Hetmyer']","['YBK Jaiswal', 'C Green', 'SA Yadav', 'D Padikkal', 'TH David', 'SV Samson', 'Ishan Kishan', 'RG Sharma', 'SO Hetmyer', 'Tilak Varma', 'R Ashwin']",9
Rajasthan Royals_vs_Punjab Kings_2024-05-15,2024-05-15,"Barsapara Cricket Stadium, Guwahati","['SM Curran', 'R Parag', 'R Ashwin', 'RR Rossouw', 'JM Sharma', 'Ashutosh Sharma', 'T Kohler-Cadmore', 'SV Samson', 'TA Boult', 'JM Bairstow', 'P Simran Singh']","['R Parag', 'SM Curran', 'P Simran Singh', 'RR Rossouw', 'YBK Jaiswal', 'JM Bairstow', 'SV Samson', 'Ashutosh Sharma', 'T Kohler-Cadmore', 'Dhruv Jurel', 'JM Sharma']",9
Rajasthan Royals_vs_Punjab Kings_2025-04-05,2025-04-05,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['YBK Jaiswal', 'N Wadhera', 'R Parag', 'SV Samson', 'GJ Maxwell', 'SO Hetmyer', 'Dhruv Jurel', 'P Simran Singh', 'N Rana', 'SS Iyer', 'Shashank Singh']","['YBK Jaiswal', 'R Parag', 'Priyansh Arya', 'SV Samson', 'N Wadhera', 'SO Hetmyer', 'Shashank Singh', 'P Simran Singh', 'N Rana', 'Dhruv Jurel', 'SS Iyer']",10
Rajasthan Royals_vs_Royal Challengers Bengaluru_2025-04-13,2025-04-13,"Sawai Mansingh Stadium, Jaipur","['YBK Jaiswal', 'PD Salt', 'V Kohli', 'D Padikkal', 'Dhruv Jurel', 'R Parag', 'SV Samson', 'SO Hetmyer', 'N Rana']","['PD Salt', 'V Kohli', 'R Parag', 'YBK Jaiswal', 'SV Samson', 'D Padikkal', 'Dhruv Jurel', 'SO Hetmyer', 'N Rana']",9
Rajasthan Royals_vs_Sunrisers Hyderabad_2023-04-02,2023-04-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['JC Buttler', 'SV Samson', 'YBK Jaiswal', 'Abdul Samad', 'Umran Malik', 'MA Agarwal', 'SO Hetmyer', 'AU Rashid', 'HC Brook', 'GD Phillips', 'R Parag']","['YBK Jaiswal', 'SV Samson', 'JC Buttler', 'RA Tripathi', 'Abhishek Sharma', 'AU Rashid', 'R Parag', 'MA Agarwal', 'Umran Malik', 'Washington Sundar', 'SO Hetmyer']",8
Rajasthan Royals_vs_Sunrisers Hyderabad_2023-05-07,2023-05-07,"Sawai Mansingh Stadium, Jaipur","['JC Buttler', 'SV Samson', 'Abhishek Sharma', 'RA Tripathi', 'YBK Jaiswal', 'Anmolpreet Singh', 'GD Phillips', 'H Klaasen', 'Abdul Samad', 'SO Hetmyer', 'AK Markram']","['YBK Jaiswal', 'Abhishek Sharma', 'RA Tripathi', 'SV Samson', 'Anmolpreet Singh', 'H Klaasen', 'JC Buttler', 'GD Phillips', 'Abdul Samad', 'SO Hetmyer', 'AK Markram']",11
Royal Challengers Bangalore_vs_Delhi Capitals_2023-05-06,2023-05-06,"Arun Jaitley Stadium, Delhi","['PD Salt', 'MK Lomror', 'V Kohli', 'F du Plessis', 'RR Rossouw', 'MR Marsh', 'DA Warner', 'KD Karthik', 'AR Patel', 'Anuj Rawat', 'GJ Maxwell']","['V Kohli', 'F du Plessis', 'MK Lomror', 'AR Patel', 'PD Salt', 'DA Warner', 'MR Marsh', 'KD Karthik', 'RR Rossouw', 'Anuj Rawat', 'GJ Maxwell']",11
Royal Challengers Bangalore_vs_Delhi Capitals_2023-04-15,2023-04-15,"M Chinnaswamy Stadium, Bengaluru","['V Kohli', 'MK Pandey', 'GJ Maxwell', 'A Nortje', 'MK Lomror', 'F du Plessis', 'AR Patel', 'Shahbaz Ahmed', 'Aman Hakim Khan', 'DA Warner', 'Anuj Rawat']","['V Kohli', 'F du Plessis', 'MK Pandey', 'AR Patel', 'GJ Maxwell', 'A Nortje', 'MK Lomror', 'Aman Hakim Khan', 'Shahbaz Ahmed', 'DA Warner', 'Anuj Rawat']",11
Royal Challengers Bangalore_vs_Gujarat Titans_2023-05-21,2023-05-21,"M Chinnaswamy Stadium, Bengaluru","['Shubman Gill', 'V Kohli', 'V Shankar', 'F du Plessis', 'MG Bracewell', 'Anuj Rawat', 'GJ Maxwell', 'WP Saha', 'DA Miller', 'R Tewatia', 'MK Lomror']","['V Kohli', 'F du Plessis', 'Shubman Gill', 'V Shankar', 'GJ Maxwell', 'MG Bracewell', 'R Tewatia', 'Anuj Rawat', 'DA Miller', 'KD Karthik', 'MK Lomror']",10
Royal Challengers Bangalore_vs_Lucknow Super Giants_2023-05-01,2023-05-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['F du Plessis', 'K Gowtham', 'V Kohli', 'KD Karthik', 'A Mishra', 'KH Pandya', 'Naveen-ul-Haq', 'MP Stoinis', 'N Pooran', 'Anuj Rawat', 'PWH de Silva']","['F du Plessis', 'KL Rahul', 'KR Mayers', 'MP Stoinis', 'V Kohli', 'KH Pandya', 'KD Karthik', 'Naveen-ul-Haq', 'A Mishra', 'A Badoni', 'N Pooran']",8
Royal Challengers Bangalore_vs_Lucknow Super Giants_2023-04-10,2023-04-10,"M Chinnaswamy Stadium, Bengaluru","['F du Plessis', 'MP Stoinis', 'N Pooran', 'GJ Maxwell', 'V Kohli', 'A Badoni', 'KL Rahul', 'DJ Hooda', 'JD Unadkat', 'Ravi Bishnoi', 'KD Karthik']","['V Kohli', 'MP Stoinis', 'N Pooran', 'F du Plessis', 'KL Rahul', 'GJ Maxwell', 'A Badoni', 'KD Karthik', 'JD Unadkat', 'DJ Hooda', 'KH Pandya']",10
Royal Challengers Bangalore_vs_Mumbai Indians_2023-05-09,2023-05-09,"Wankhede Stadium, Mumbai","['SA Yadav', 'GJ Maxwell', 'F du Plessis', 'N Wadhera', 'Ishan Kishan', 'KD Karthik', 'PWH de Silva', 'KM Jadhav', 'RG Sharma', 'Anuj Rawat', 'C Green']","['F du Plessis', 'SA Yadav', 'GJ Maxwell', 'Ishan Kishan', 'KD Karthik', 'C Green', 'V Kohli', 'TH David', 'N Wadhera', 'KM Jadhav', 'PWH de Silva']",9
Royal Challengers Bangalore_vs_Punjab Kings_2023-04-20,2023-04-20,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh","['F du Plessis', 'V Kohli', 'P Simran Singh', 'JM Sharma', 'Harpreet Singh', 'Harpreet Brar', 'SM Curran', 'MK Lomror', 'MW Short', 'M Shahrukh Khan', 'KD Karthik']","['F du Plessis', 'V Kohli', 'LS Livingstone', 'JM Sharma', 'MW Short', 'P Simran Singh', 'M Shahrukh Khan', 'SM Curran', 'Harpreet Singh', 'Harpreet Brar', 'MK Lomror']",10
Royal Challengers Bangalore_vs_Rajasthan Royals_2023-04-23,2023-04-23,"M Chinnaswamy Stadium, Bengaluru","['GJ Maxwell', 'F du Plessis', 'D Padikkal', 'YBK Jaiswal', 'Dhruv Jurel', 'SV Samson', 'R Ashwin', 'KD Karthik', 'MK Lomror', 'DJ Willey', 'PWH de Silva']","['F du Plessis', 'GJ Maxwell', 'YBK Jaiswal', 'V Kohli', 'JC Buttler', 'Dhruv Jurel', 'D Padikkal', 'SV Samson', 'R Ashwin', 'KD Karthik', 'MK Lomror']",9
Royal Challengers Bangalore_vs_Rajasthan Royals_2023-05-14,2023-05-14,"Sawai Mansingh Stadium, Jaipur","['GJ Maxwell', 'F du Plessis', 'SO Hetmyer', 'Anuj Rawat', 'V Kohli', 'MG Bracewell', 'JE Root', 'SV Samson', 'D Padikkal', 'A Zampa', 'Sandeep Sharma']","['V Kohli', 'YBK Jaiswal', 'F du Plessis', 'SV Samson', 'GJ Maxwell', 'JC Buttler', 'Anuj Rawat', 'D Padikkal', 'Dhruv Jurel', 'SO Hetmyer', 'MG Bracewell']",8
Royal Challengers Bengaluru_vs_Chennai Super Kings_2024-05-18,2024-05-18,"M Chinnaswamy Stadium, Bengaluru","['R Ravindra', 'F du Plessis', 'V Kohli', 'RA Jadeja', 'C Green', 'RM Patidar', 'AM Rahane', 'MS Dhoni', 'GJ Maxwell', 'KD Karthik', 'S Dube']","['V Kohli', 'R Ravindra', 'F du Plessis', 'RM Patidar', 'RA Jadeja', 'C Green', 'AM Rahane', 'KD Karthik', 'MS Dhoni', 'S Dube', 'MK Lomror']",10
Royal Challengers Bengaluru_vs_Chennai Super Kings_2024-03-22,2024-03-22,"MA Chidambaram Stadium, Chepauk, Chennai","['Anuj Rawat', 'R Ravindra', 'F du Plessis', 'KD Karthik', 'S Dube', 'AM Rahane', 'RA Jadeja', 'DJ Mitchell', 'V Kohli', 'C Green', 'RD Gaikwad']","['F du Plessis', 'Anuj Rawat', 'GJ Maxwell', 'R Ravindra', 'RD Gaikwad', 'V Kohli', 'C Green', 'S Dube', 'AM Rahane', 'DJ Mitchell', 'RA Jadeja']",10
Royal Challengers Bengaluru_vs_Chennai Super Kings_2025-03-28,2025-03-28,"MA Chidambaram Stadium, Chepauk, Chennai","['RM Patidar', 'R Ravindra', 'MS Dhoni', 'PD Salt', 'TH David', 'D Padikkal', 'V Kohli', 'RA Jadeja', 'S Dube', 'JM Sharma', 'R Ashwin']","['R Ravindra', 'RD Gaikwad', 'V Kohli', 'PD Salt', 'RM Patidar', 'RA Tripathi', 'RA Jadeja', 'TH David', 'SM Curran', 'S Dube', 'JM Sharma']",8
Royal Challengers Bengaluru_vs_Delhi Capitals_2024-05-12,2024-05-12,"M Chinnaswamy Stadium, Bengaluru","['AR Patel', 'RM Patidar', 'WG Jacks', 'C Green', 'V Kohli', 'J Fraser-McGurk', 'SD Hope', 'MK Lomror', 'Rasikh Salam', 'KV Sharma', 'F du Plessis']","['V Kohli', 'AR Patel', 'RM Patidar', 'F du Plessis', 'T Stubbs', 'J Fraser-McGurk', 'C Green', 'SD Hope', 'WG Jacks', 'KD Karthik', 'MK Lomror']",9
Royal Challengers Bengaluru_vs_Delhi Capitals_2025-04-10,2025-04-10,"M Chinnaswamy Stadium, Bengaluru","['KL Rahul', 'PD Salt', 'TH David', 'T Stubbs', 'V Kohli', 'RM Patidar', 'AR Patel', 'KH Pandya', 'Abishek Porel', 'J Fraser-McGurk', 'LS Livingstone']","['KL Rahul', 'V Kohli', 'AR Patel', 'T Stubbs', 'F du Plessis', 'JM Sharma', 'PD Salt', 'RM Patidar', 'TH David', 'LS Livingstone', 'D Padikkal']",8
Royal Challengers Bengaluru_vs_Gujarat Titans_2025-04-02,2025-04-02,"M Chinnaswamy Stadium, Bengaluru","['JC Buttler', 'LS Livingstone', 'B Sai Sudharsan', 'JM Sharma', 'SE Rutherford', 'TH David', 'PD Salt', 'Shubman Gill', 'RM Patidar', 'V Kohli', 'KH Pandya']","['B Sai Sudharsan', 'JC Buttler', 'V Kohli', 'Shubman Gill', 'SE Rutherford', 'TH David', 'PD Salt', 'RM Patidar', 'JM Sharma', 'LS Livingstone', 'D Padikkal']",10
Royal Challengers Bengaluru_vs_Kolkata Knight Riders_2024-03-29,2024-03-29,"M Chinnaswamy Stadium, Bengaluru","['V Kohli', 'VR Iyer', 'SP Narine', 'SS Iyer', 'C Green', 'PD Salt', 'GJ Maxwell', 'KD Karthik', 'F du Plessis', 'RK Singh', 'Anuj Rawat']","['V Kohli', 'VR Iyer', 'SS Iyer', 'SP Narine', 'F du Plessis', 'PD Salt', 'RM Patidar', 'C Green', 'Anuj Rawat', 'KD Karthik', 'RK Singh']",10
Royal Challengers Bengaluru_vs_Mumbai Indians_2024-04-11,2024-04-11,"Wankhede Stadium, Mumbai","['Ishan Kishan', 'KD Karthik', 'F du Plessis', 'SA Yadav', 'RM Patidar', 'RG Sharma', 'HH Pandya', 'Tilak Varma', 'Saurav Chauhan', 'WG Jacks', 'Akash Deep']","['V Kohli', 'SA Yadav', 'RG Sharma', 'KD Karthik', 'F du Plessis', 'RM Patidar', 'Ishan Kishan', 'HH Pandya', 'Tilak Varma', 'Saurav Chauhan', 'WG Jacks']",10
Royal Challengers Bengaluru_vs_Mumbai Indians_2025-04-07,2025-04-07,"Wankhede Stadium, Mumbai","['V Kohli', 'RM Patidar', 'Tilak Varma', 'HH Pandya', 'JM Sharma', 'D Padikkal', 'SA Yadav', 'RG Sharma', 'RD Rickelton', 'WG Jacks', 'Naman Dhir']","['RM Patidar', 'SA Yadav', 'JM Sharma', 'V Kohli', 'Tilak Varma', 'RD Rickelton', 'RG Sharma', 'Naman Dhir', 'HH Pandya', 'TH David', 'WG Jacks']",10
Royal Challengers Bengaluru_vs_Punjab Kings_2024-05-09,2024-05-09,"Himachal Pradesh Cricket Association Stadium, Dharamsala","['V Kohli', 'RR Rossouw', 'RM Patidar', 'C Green', 'Shashank Singh', 'JM Bairstow', 'KD Karthik', 'SM Curran', 'WG Jacks', 'F du Plessis', 'Ashutosh Sharma']","['V Kohli', 'RM Patidar', 'RR Rossouw', 'Shashank Singh', 'C Green', 'KD Karthik', 'JM Bairstow', 'P Simran Singh', 'SM Curran', 'WG Jacks', 'LS Livingstone']",9
Royal Challengers Bengaluru_vs_Rajasthan Royals_2024-05-22,2024-05-22,"Narendra Modi Stadium, Ahmedabad","['YBK Jaiswal', 'MK Lomror', 'R Parag', 'RM Patidar', 'V Kohli', 'SO Hetmyer', 'C Green', 'R Powell', 'T Kohler-Cadmore', 'F du Plessis', 'SV Samson']","['V Kohli', 'RM Patidar', 'R Parag', 'C Green', 'SV Samson', 'F du Plessis', 'YBK Jaiswal', 'SO Hetmyer', 'T Kohler-Cadmore', 'R Powell', 'MK Lomror']",11
